light	time_min	strain	activity	error_level	rep
acclimation	1	WT	5224.188609606697	moderate	10
acclimation	1	disease	2724.1886096066974	moderate	10
acclimation	2	WT	3627.389175741122	moderate	10
acclimation	2	disease	1127.3891757411222	moderate	10
acclimation	3	WT	4161.01818080659	moderate	10
acclimation	3	disease	1661.0181808065904	moderate	10
acclimation	4	WT	3368.9192558850104	moderate	10
acclimation	4	disease	868.9192558850106	moderate	10
acclimation	5	WT	3838.981823382081	moderate	10
acclimation	5	disease	1338.981823382081	moderate	10
acclimation	6	WT	4164.938685960089	moderate	10
acclimation	6	disease	1664.938685960089	moderate	10
acclimation	7	WT	3025.765679359678	moderate	10
acclimation	7	disease	525.7656793596777	moderate	10
acclimation	8	WT	4144.49210815648	moderate	10
acclimation	8	disease	1644.4921081564794	moderate	10
acclimation	9	WT	4609.124492616769	moderate	10
acclimation	9	disease	2109.124492616769	moderate	10
acclimation	10	WT	3490.5074097966403	moderate	10
acclimation	10	disease	990.5074097966401	moderate	10
acclimation	11	WT	3398.200037654656	moderate	10
acclimation	11	disease	898.2000376546562	moderate	10
acclimation	12	WT	4979.501832608968	moderate	10
acclimation	12	disease	2479.5018326089676	moderate	10
acclimation	13	WT	3305.1734888307747	moderate	10
acclimation	13	disease	805.1734888307745	moderate	10
acclimation	14	WT	3483.583730937065	moderate	10
acclimation	14	disease	983.5837309370647	moderate	10
acclimation	15	WT	5541.205728996043	moderate	10
acclimation	15	disease	3041.205728996043	moderate	10
acclimation	16	WT	5786.730973628164	moderate	10
acclimation	16	disease	3286.730973628164	moderate	10
acclimation	17	WT	3397.556659564001	moderate	10
acclimation	17	disease	897.5566595640009	moderate	10
acclimation	18	WT	3952.4250728493466	moderate	10
acclimation	18	disease	1452.4250728493469	moderate	10
acclimation	19	WT	4304.228604603513	moderate	10
acclimation	19	disease	1804.2286046035133	moderate	10
dark	20	WT	6691.51242665299	moderate	10
dark	20	disease	4191.51242665299	moderate	10
dark	21	WT	6753.563069151741	moderate	10
dark	21	disease	4253.563069151741	moderate	10
dark	22	WT	5606.605680657808	moderate	10
dark	22	disease	3106.6056806578085	moderate	10
dark	23	WT	4435.870791430299	moderate	10
dark	23	disease	1935.8707914302984	moderate	10
dark	24	WT	4734.681914187752	moderate	10
dark	24	disease	2234.6819141877522	moderate	10
dark	25	WT	5080.04329570575	moderate	10
dark	25	disease	2580.0432957057506	moderate	10
dark	26	WT	5063.073887630652	moderate	10
dark	26	disease	2563.0738876306527	moderate	10
dark	27	WT	4933.309238042242	moderate	10
dark	27	disease	2433.309238042242	moderate	10
dark	28	WT	2759.7436497643293	moderate	10
dark	28	disease	259.7436497643296	moderate	10
dark	29	WT	1646.535342016569	moderate	10
dark	29	disease	-853.4646579834309	moderate	10
light	30	WT	0	moderate	10
light	30	disease	0	moderate	10
light	31	WT	0	moderate	10
light	31	disease	0	moderate	10
light	32	WT	0	moderate	10
light	32	disease	0	moderate	10
light	33	WT	0	moderate	10
light	33	disease	0	moderate	10
light	34	WT	0	moderate	10
light	34	disease	0	moderate	10
light	35	WT	0	moderate	10
light	35	disease	0	moderate	10
light	36	WT	0	moderate	10
light	36	disease	0	moderate	10
light	37	WT	0	moderate	10
light	37	disease	0	moderate	10
light	38	WT	0	moderate	10
light	38	disease	0	moderate	10
light	39	WT	0	moderate	10
light	39	disease	0	moderate	10
dark	40	WT	5730.804570030672	moderate	10
dark	40	disease	3230.8045700306725	moderate	10
dark	41	WT	6604.854094680461	moderate	10
dark	41	disease	4104.854094680461	moderate	10
dark	42	WT	5416.773752388437	moderate	10
dark	42	disease	2916.7737523884366	moderate	10
dark	43	WT	5547.275564018475	moderate	10
dark	43	disease	3047.275564018475	moderate	10
dark	44	WT	5114.345802775549	moderate	10
dark	44	disease	2614.3458027755487	moderate	10
dark	45	WT	4966.635107183879	moderate	10
dark	45	disease	2466.6351071838794	moderate	10
dark	46	WT	5075.57223656673	moderate	10
dark	46	disease	2575.5722365667298	moderate	10
dark	47	WT	3562.476639182194	moderate	10
dark	47	disease	1062.476639182194	moderate	10
dark	48	WT	2027.4896336330687	moderate	10
dark	48	disease	-472.51036636693135	moderate	10
dark	49	WT	1622.0675450897802	moderate	10
dark	49	disease	-877.9324549102197	moderate	10
light	50	WT	0	moderate	10
light	50	disease	0	moderate	10
light	51	WT	0	moderate	10
light	51	disease	0	moderate	10
light	52	WT	0	moderate	10
light	52	disease	0	moderate	10
light	53	WT	0	moderate	10
light	53	disease	0	moderate	10
light	54	WT	0	moderate	10
light	54	disease	0	moderate	10
light	55	WT	0	moderate	10
light	55	disease	0	moderate	10
light	56	WT	0	moderate	10
light	56	disease	0	moderate	10
light	57	WT	0	moderate	10
light	57	disease	0	moderate	10
light	58	WT	0	moderate	10
light	58	disease	0	moderate	10
light	59	WT	0	moderate	10
light	59	disease	0	moderate	10
dark	60	WT	6684.9252640777295	moderate	10
dark	60	disease	4184.9252640777295	moderate	10
dark	61	WT	5485.52053882873	moderate	10
dark	61	disease	2985.520538828731	moderate	10
dark	62	WT	5949.4315019965625	moderate	10
dark	62	disease	3449.431501996563	moderate	10
dark	63	WT	5395.677100808874	moderate	10
dark	63	disease	2895.6771008088735	moderate	10
dark	64	WT	5731.469098229248	moderate	10
dark	64	disease	3231.4690982292477	moderate	10
dark	65	WT	4532.43250028325	moderate	10
dark	65	disease	2032.4325002832504	moderate	10
dark	66	WT	3725.7575747941996	moderate	10
dark	66	disease	1225.7575747941996	moderate	10
dark	67	WT	1887.0937476690765	moderate	10
dark	67	disease	-612.9062523309235	moderate	10
dark	68	WT	1521.6419992737488	moderate	10
dark	68	disease	-978.3580007262514	moderate	10
dark	69	WT	3436.7654927496865	moderate	10
dark	69	disease	936.7654927496865	moderate	10
light	70	WT	0	moderate	10
light	70	disease	0	moderate	10
light	71	WT	0	moderate	10
light	71	disease	0	moderate	10
light	72	WT	0	moderate	10
light	72	disease	0	moderate	10
light	73	WT	0	moderate	10
light	73	disease	0	moderate	10
light	74	WT	0	moderate	10
light	74	disease	0	moderate	10
light	75	WT	0	moderate	10
light	75	disease	0	moderate	10
light	76	WT	0	moderate	10
light	76	disease	0	moderate	10
light	77	WT	0	moderate	10
light	77	disease	0	moderate	10
light	78	WT	0	moderate	10
light	78	disease	0	moderate	10
light	79	WT	0	moderate	10
light	79	disease	0	moderate	10
dark	80	WT	7484.888223096736	moderate	10
dark	80	disease	4984.888223096736	moderate	10
dark	81	WT	5051.156233978804	moderate	10
dark	81	disease	2551.156233978804	moderate	10
dark	82	WT	5678.3087651108235	moderate	10
dark	82	disease	3178.3087651108235	moderate	10
dark	83	WT	5556.064462301147	moderate	10
dark	83	disease	3056.0644623011462	moderate	10
dark	84	WT	5230.862527906669	moderate	10
dark	84	disease	2730.862527906669	moderate	10
dark	85	WT	3487.225627228392	moderate	10
dark	85	disease	987.2256272283922	moderate	10
dark	86	WT	3960.198029311635	moderate	10
dark	86	disease	1460.1980293116346	moderate	10
dark	87	WT	2561.7205138379763	moderate	10
dark	87	disease	61.72051383797641	moderate	10
dark	88	WT	2169.1786360855376	moderate	10
dark	88	disease	-330.82136391446227	moderate	10
dark	89	WT	881.5371410866828	moderate	10
dark	89	disease	-1618.4628589133172	moderate	10
acclimation	0	WT	4831.576966867114	high	10
acclimation	0	disease	2331.5769668671137	high	10
acclimation	1	WT	5579.994687313498	high	10
acclimation	1	disease	3079.9946873134977	high	10
acclimation	2	WT	3298.359662594473	high	10
acclimation	2	disease	798.3596625944728	high	10
acclimation	3	WT	5389.57945095612	high	10
acclimation	3	disease	2889.5794509561206	high	10
acclimation	4	WT	4111.827269326278	high	10
acclimation	4	disease	1611.8272693262784	high	10
acclimation	5	WT	5734.038900174854	high	10
acclimation	5	disease	3234.038900174853	high	10
acclimation	6	WT	6229.772438879563	high	10
acclimation	6	disease	3729.772438879563	high	10
acclimation	7	WT	2487.988059295416	high	10
acclimation	7	disease	-12.011940704584276	high	10
acclimation	8	WT	3179.98196213755	high	10
acclimation	8	disease	679.98196213755	high	10
acclimation	9	WT	4934.622964237529	high	10
acclimation	9	disease	2434.6229642375292	high	10
acclimation	10	WT	4412.005984039052	high	10
acclimation	10	disease	1912.0059840390527	high	10
acclimation	11	WT	4576.444162175595	high	10
acclimation	11	disease	2076.444162175595	high	10
acclimation	12	WT	3874.2059969891156	high	10
acclimation	12	disease	1374.2059969891156	high	10
acclimation	13	WT	3706.308079452517	high	10
acclimation	13	disease	1206.308079452517	high	10
acclimation	14	WT	3461.9010689110496	high	10
acclimation	14	disease	961.9010689110497	high	10
acclimation	15	WT	4140.378592901077	high	10
acclimation	15	disease	1640.3785929010774	high	10
acclimation	16	WT	5245.222115309552	high	10
acclimation	16	disease	2745.2221153095516	high	10
acclimation	17	WT	4653.018947920777	high	10
acclimation	17	disease	2153.0189479207766	high	10
acclimation	18	WT	3671.18273966344	high	10
acclimation	18	disease	1171.1827396634396	high	10
acclimation	19	WT	3880.339904944428	high	10
acclimation	19	disease	1380.3399049444279	high	10
dark	20	WT	6775.358143802212	high	10
dark	20	disease	4275.358143802212	high	10
dark	21	WT	6523.520092893593	high	10
dark	21	disease	4023.520092893593	high	10
dark	22	WT	5892.911539321602	high	10
dark	22	disease	3392.9115393216016	high	10
dark	23	WT	3781.231210157789	high	10
dark	23	disease	1281.2312101577888	high	10
dark	24	WT	5264.567546802393	high	10
dark	24	disease	2764.5675468023924	high	10
dark	25	WT	6164.169209702502	high	10
dark	25	disease	3664.169209702502	high	10
dark	26	WT	5065.492616206905	high	10
dark	26	disease	2565.492616206905	high	10
dark	27	WT	4936.751824905054	high	10
dark	27	disease	2436.7518249050536	high	10
dark	28	WT	2866.3615458596714	high	10
dark	28	disease	366.36154585967125	high	10
dark	29	WT	1428.7130033964993	high	10
dark	29	disease	-1071.2869966035007	high	10
light	30	WT	0	high	10
light	30	disease	0	high	10
light	31	WT	0	high	10
light	31	disease	0	high	10
light	32	WT	0	high	10
light	32	disease	0	high	10
light	33	WT	0	high	10
light	33	disease	0	high	10
light	34	WT	0	high	10
light	34	disease	0	high	10
light	35	WT	0	high	10
light	35	disease	0	high	10
light	36	WT	0	high	10
light	36	disease	0	high	10
light	37	WT	0	high	10
light	37	disease	0	high	10
light	38	WT	0	high	10
light	38	disease	0	high	10
light	39	WT	0	high	10
light	39	disease	0	high	10
dark	40	WT	6744.100677318782	high	10
dark	40	disease	4244.100677318782	high	10
dark	41	WT	5716.829607546771	high	10
dark	41	disease	3216.82960754677	high	10
dark	42	WT	5711.74156430106	high	10
dark	42	disease	3211.7415643010595	high	10
dark	43	WT	4163.874726474752	high	10
dark	43	disease	1663.874726474752	high	10
dark	44	WT	5934.8068674194155	high	10
dark	44	disease	3434.8068674194155	high	10
dark	45	WT	4427.931784316949	high	10
dark	45	disease	1927.9317843169492	high	10
dark	46	WT	4154.6427285383	high	10
dark	46	disease	1654.6427285382995	high	10
dark	47	WT	3884.878345126391	high	10
dark	47	disease	1384.8783451263912	high	10
dark	48	WT	3024.174363030285	high	10
dark	48	disease	524.1743630302848	high	10
dark	49	WT	2757.923407606475	high	10
dark	49	disease	257.92340760647505	high	10
light	50	WT	0	high	10
light	50	disease	0	high	10
light	51	WT	0	high	10
light	51	disease	0	high	10
light	52	WT	0	high	10
light	52	disease	0	high	10
light	53	WT	0	high	10
light	53	disease	0	high	10
light	54	WT	0	high	10
light	54	disease	0	high	10
light	55	WT	0	high	10
light	55	disease	0	high	10
light	56	WT	0	high	10
light	56	disease	0	high	10
light	57	WT	0	high	10
light	57	disease	0	high	10
light	58	WT	0	high	10
light	58	disease	0	high	10
light	59	WT	0	high	10
light	59	disease	0	high	10
dark	60	WT	6342.654606265934	high	10
dark	60	disease	3842.654606265933	high	10
dark	61	WT	6706.985095449282	high	10
dark	61	disease	4206.985095449282	high	10
dark	62	WT	4148.1470462415355	high	10
dark	62	disease	1648.1470462415357	high	10
dark	63	WT	5174.013574614118	high	10
dark	63	disease	2674.0135746141177	high	10
dark	64	WT	7298.8171572377505	high	10
dark	64	disease	4798.8171572377505	high	10
dark	65	WT	4999.95018100619	high	10
dark	65	disease	2499.95018100619	high	10
dark	66	WT	3777.2035847110906	high	10
dark	66	disease	1277.2035847110908	high	10
dark	67	WT	4260.800827268752	high	10
dark	67	disease	1760.8008272687518	high	10
dark	68	WT	2569.9896994406204	high	10
dark	68	disease	69.98969944062029	high	10
dark	69	WT	2673.946149196903	high	10
dark	69	disease	173.94614919690304	high	10
light	70	WT	0	high	10
light	70	disease	0	high	10
light	71	WT	0	high	10
light	71	disease	0	high	10
light	72	WT	0	high	10
light	72	disease	0	high	10
light	73	WT	0	high	10
light	73	disease	0	high	10
light	74	WT	0	high	10
light	74	disease	0	high	10
light	75	WT	0	high	10
light	75	disease	0	high	10
light	76	WT	0	high	10
light	76	disease	0	high	10
light	77	WT	0	high	10
light	77	disease	0	high	10
light	78	WT	0	high	10
light	78	disease	0	high	10
light	79	WT	0	high	10
light	79	disease	0	high	10
dark	80	WT	6015.314320058868	high	10
dark	80	disease	3515.314320058869	high	10
dark	81	WT	6233.756481294043	high	10
dark	81	disease	3733.7564812940427	high	10
dark	82	WT	5419.260616128284	high	10
dark	82	disease	2919.260616128284	high	10
dark	83	WT	4328.841270357861	high	10
dark	83	disease	1828.8412703578606	high	10
dark	84	WT	5007.760744972777	high	10
dark	84	disease	2507.760744972777	high	10
dark	85	WT	3070.670247518892	high	10
dark	85	disease	570.6702475188924	high	10
dark	86	WT	2345.7006493564386	high	10
dark	86	disease	-154.29935064356147	high	10
dark	87	WT	3277.034846248527	high	10
dark	87	disease	777.0348462485271	high	10
dark	88	WT	2755.6704750623726	high	10
dark	88	disease	255.67047506237253	high	10
dark	89	WT	336.31754195274107	high	10
dark	89	disease	-2163.682458047259	high	10
acclimation	0	WT	5163.879594007276	low	11
acclimation	0	disease	2663.8795940072755	low	11
acclimation	1	WT	5133.175747990186	low	11
acclimation	1	disease	2633.1757479901858	low	11
acclimation	2	WT	3887.754039526893	low	11
acclimation	2	disease	1387.7540395268932	low	11
acclimation	3	WT	4605.639753840867	low	11
acclimation	3	disease	2105.6397538408673	low	11
acclimation	4	WT	4337.740175050982	low	11
acclimation	4	disease	1837.740175050982	low	11
acclimation	5	WT	3917.9888894469054	low	11
acclimation	5	disease	1417.9888894469054	low	11
acclimation	6	WT	4245.930229544761	low	11
acclimation	6	disease	1745.930229544761	low	11
acclimation	7	WT	3195.9966407473603	low	11
acclimation	7	disease	695.9966407473603	low	11
acclimation	8	WT	4483.203996984237	low	11
acclimation	8	disease	1983.2039969842376	low	11
acclimation	9	WT	5039.41235005305	low	11
acclimation	9	disease	2539.4123500530504	low	11
acclimation	10	WT	3553.339921104084	low	11
acclimation	10	disease	1053.339921104084	low	11
acclimation	11	WT	4630.6933969114	low	11
acclimation	11	disease	2130.6933969113998	low	11
acclimation	12	WT	4716.124930567483	low	11
acclimation	12	disease	2216.1249305674824	low	11
acclimation	13	WT	3194.378086564719	low	11
acclimation	13	disease	694.3780865647191	low	11
acclimation	14	WT	3718.971080903534	low	11
acclimation	14	disease	1218.9710809035344	low	11
acclimation	15	WT	5040.612487600078	low	11
acclimation	15	disease	2540.612487600077	low	11
acclimation	16	WT	4749.071674015472	low	11
acclimation	16	disease	2249.071674015472	low	11
acclimation	17	WT	3064.213455327017	low	11
acclimation	17	disease	564.213455327017	low	11
acclimation	18	WT	3886.401901328652	low	11
acclimation	18	disease	1386.4019013286522	low	11
acclimation	19	WT	3883.1525708310287	low	11
acclimation	19	disease	1383.152570831029	low	11
dark	20	WT	6377.546357737343	low	11
dark	20	disease	3877.5463577373425	low	11
dark	21	WT	6221.799585853027	low	11
dark	21	disease	3721.7995858530267	low	11
dark	22	WT	5803.148449457408	low	11
dark	22	disease	3303.1484494574083	low	11
dark	23	WT	5117.225186137699	low	11
dark	23	disease	2617.225186137699	low	11
dark	24	WT	4939.726727211514	low	11
dark	24	disease	2439.726727211514	low	11
dark	25	WT	5027.673732750071	low	11
dark	25	disease	2527.673732750072	low	11
dark	26	WT	4996.504613039166	low	11
dark	26	disease	2496.504613039166	low	11
dark	27	WT	4868.976774299169	low	11
dark	27	disease	2368.9767742991685	low	11
dark	28	WT	3143.417938974405	low	11
dark	28	disease	643.4179389744049	low	11
dark	29	WT	2389.4477792024027	low	11
dark	29	disease	-110.5522207975975	low	11
light	30	WT	0	low	11
light	30	disease	0	low	11
light	31	WT	0	low	11
light	31	disease	0	low	11
light	32	WT	0	low	11
light	32	disease	0	low	11
light	33	WT	0	low	11
light	33	disease	0	low	11
light	34	WT	0	low	11
light	34	disease	0	low	11
light	35	WT	0	low	11
light	35	disease	0	low	11
light	36	WT	0	low	11
light	36	disease	0	low	11
light	37	WT	0	low	11
light	37	disease	0	low	11
light	38	WT	0	low	11
light	38	disease	0	low	11
light	39	WT	0	low	11
light	39	disease	0	low	11
dark	40	WT	6620.663069470658	low	11
dark	40	disease	4120.663069470658	low	11
dark	41	WT	6137.722078368731	low	11
dark	41	disease	3637.7220783687308	low	11
dark	42	WT	5060.430782918032	low	11
dark	42	disease	2560.4307829180316	low	11
dark	43	WT	5163.398789334608	low	11
dark	43	disease	2663.398789334608	low	11
dark	44	WT	5403.362282911919	low	11
dark	44	disease	2903.362282911918	low	11
dark	45	WT	4984.452425080487	low	11
dark	45	disease	2484.452425080487	low	11
dark	46	WT	4743.569606968068	low	11
dark	46	disease	2243.569606968068	low	11
dark	47	WT	3386.8240018107563	low	11
dark	47	disease	886.8240018107563	low	11
dark	48	WT	2346.3269637572657	low	11
dark	48	disease	-153.67303624273418	low	11
dark	49	WT	2620.6523086359607	low	11
dark	49	disease	120.65230863596071	low	11
light	50	WT	0	low	11
light	50	disease	0	low	11
light	51	WT	0	low	11
light	51	disease	0	low	11
light	52	WT	0	low	11
light	52	disease	0	low	11
light	53	WT	0	low	11
light	53	disease	0	low	11
light	54	WT	0	low	11
light	54	disease	0	low	11
light	55	WT	0	low	11
light	55	disease	0	low	11
light	56	WT	0	low	11
light	56	disease	0	low	11
light	57	WT	0	low	11
light	57	disease	0	low	11
light	58	WT	0	low	11
light	58	disease	0	low	11
light	59	WT	0	low	11
light	59	disease	0	low	11
dark	60	WT	6657.386509070948	low	11
dark	60	disease	4157.386509070948	low	11
dark	61	WT	5245.3376214325135	low	11
dark	61	disease	2745.3376214325135	low	11
dark	62	WT	5485.112094241389	low	11
dark	62	disease	2985.1120942413886	low	11
dark	63	WT	5388.230975500657	low	11
dark	63	disease	2888.230975500657	low	11
dark	64	WT	4811.953101122289	low	11
dark	64	disease	2311.953101122289	low	11
dark	65	WT	5184.379678443412	low	11
dark	65	disease	2684.3796784434116	low	11
dark	66	WT	3224.1148260443906	low	11
dark	66	disease	724.1148260443905	low	11
dark	67	WT	2813.7819342908524	low	11
dark	67	disease	313.7819342908525	low	11
dark	68	WT	2256.2212262651638	low	11
dark	68	disease	-243.77877373483614	low	11
dark	69	WT	3316.016344205024	low	11
dark	69	disease	816.0163442050241	low	11
light	70	WT	0	low	11
light	70	disease	0	low	11
light	71	WT	0	low	11
light	71	disease	0	low	11
light	72	WT	0	low	11
light	72	disease	0	low	11
light	73	WT	0	low	11
light	73	disease	0	low	11
light	74	WT	0	low	11
light	74	disease	0	low	11
light	75	WT	0	low	11
light	75	disease	0	low	11
light	76	WT	0	low	11
light	76	disease	0	low	11
light	77	WT	0	low	11
light	77	disease	0	low	11
light	78	WT	0	low	11
light	78	disease	0	low	11
light	79	WT	0	low	11
light	79	disease	0	low	11
dark	80	WT	5845.410884316852	low	11
dark	80	disease	3345.4108843168524	low	11
dark	81	WT	5271.762324531498	low	11
dark	81	disease	2771.762324531498	low	11
dark	82	WT	5628.63611881398	low	11
dark	82	disease	3128.6361188139795	low	11
dark	83	WT	5514.75602476868	low	11
dark	83	disease	3014.7560247686797	low	11
dark	84	WT	5619.05579146948	low	11
dark	84	disease	3119.05579146948	low	11
dark	85	WT	3493.32750755789	low	11
dark	85	disease	993.3275075578898	low	11
dark	86	WT	2324.0307053212073	low	11
dark	86	disease	-175.96929467879278	low	11
dark	87	WT	2838.010556190376	low	11
dark	87	disease	338.010556190376	low	11
dark	88	WT	3298.440379849733	low	11
dark	88	disease	798.4403798497328	low	11
dark	89	WT	1499.4754948025666	low	11
dark	89	disease	-1000.5245051974334	low	11
acclimation	0	WT	4753.17148935125	moderate	11
acclimation	0	disease	2253.1714893512494	moderate	11
acclimation	1	WT	5617.95520859573	moderate	11
acclimation	1	disease	3117.9552085957303	moderate	11
acclimation	2	WT	3571.7968164328636	moderate	11
acclimation	2	disease	1071.7968164328634	moderate	11
acclimation	3	WT	4517.788968343788	moderate	11
acclimation	3	disease	2017.788968343788	moderate	11
acclimation	4	WT	4629.977700894544	moderate	11
acclimation	4	disease	2129.9777008945434	moderate	11
acclimation	5	WT	3583.110055754193	moderate	11
acclimation	5	disease	1083.110055754193	moderate	11
acclimation	6	WT	5202.769090653255	moderate	11
acclimation	6	disease	2702.7690906532557	moderate	11
acclimation	7	WT	3710.5031061843006	moderate	11
acclimation	7	disease	1210.5031061843008	moderate	11
acclimation	8	WT	4400.002598605382	moderate	11
acclimation	8	disease	1900.0025986053822	moderate	11
acclimation	9	WT	4839.671643745303	moderate	11
acclimation	9	disease	2339.6716437453033	moderate	11
acclimation	10	WT	3930.1956948150023	moderate	11
acclimation	10	disease	1430.1956948150023	moderate	11
acclimation	11	WT	4357.17067345078	moderate	11
acclimation	11	disease	1857.1706734507798	moderate	11
acclimation	12	WT	5169.383190377471	moderate	11
acclimation	12	disease	2669.3831903774703	moderate	11
acclimation	13	WT	3296.8622523042673	moderate	11
acclimation	13	disease	796.8622523042674	moderate	11
acclimation	14	WT	4519.914260046969	moderate	11
acclimation	14	disease	2019.9142600469686	moderate	11
acclimation	15	WT	4630.747846405409	moderate	11
acclimation	15	disease	2130.7478464054097	moderate	11
acclimation	16	WT	5682.248518997056	moderate	11
acclimation	16	disease	3182.2485189970557	moderate	11
acclimation	17	WT	2822.4102829562876	moderate	11
acclimation	17	disease	322.41028295628774	moderate	11
acclimation	18	WT	3196.607242103421	moderate	11
acclimation	18	disease	696.607242103421	moderate	11
acclimation	19	WT	4267.415193258977	moderate	11
acclimation	19	disease	1767.4151932589768	moderate	11
dark	20	WT	6791.591516332446	moderate	11
dark	20	disease	4291.591516332446	moderate	11
dark	21	WT	5371.567260871051	moderate	11
dark	21	disease	2871.5672608710506	moderate	11
dark	22	WT	5196.1752865856	moderate	11
dark	22	disease	2696.1752865856	moderate	11
dark	23	WT	4928.7556625185425	moderate	11
dark	23	disease	2428.7556625185425	moderate	11
dark	24	WT	4686.635242499839	moderate	11
dark	24	disease	2186.635242499838	moderate	11
dark	25	WT	6055.887161335487	moderate	11
dark	25	disease	3555.887161335487	moderate	11
dark	26	WT	3994.443185601762	moderate	11
dark	26	disease	1494.4431856017616	moderate	11
dark	27	WT	4431.124672634646	moderate	11
dark	27	disease	1931.1246726346465	moderate	11
dark	28	WT	3002.46027053271	moderate	11
dark	28	disease	502.4602705327102	moderate	11
dark	29	WT	2650.9895620700577	moderate	11
dark	29	disease	150.9895620700578	moderate	11
light	30	WT	0	moderate	11
light	30	disease	0	moderate	11
light	31	WT	0	moderate	11
light	31	disease	0	moderate	11
light	32	WT	0	moderate	11
light	32	disease	0	moderate	11
light	33	WT	0	moderate	11
light	33	disease	0	moderate	11
light	34	WT	0	moderate	11
light	34	disease	0	moderate	11
light	35	WT	0	moderate	11
light	35	disease	0	moderate	11
light	36	WT	0	moderate	11
light	36	disease	0	moderate	11
light	37	WT	0	moderate	11
light	37	disease	0	moderate	11
light	38	WT	0	moderate	11
light	38	disease	0	moderate	11
light	39	WT	0	moderate	11
light	39	disease	0	moderate	11
dark	40	WT	6809.905726980294	moderate	11
dark	40	disease	4309.905726980294	moderate	11
dark	41	WT	5377.892129906686	moderate	11
dark	41	disease	2877.892129906686	moderate	11
dark	42	WT	4420.3126684931385	moderate	11
dark	42	disease	1920.3126684931383	moderate	11
dark	43	WT	5535.5940389649395	moderate	11
dark	43	disease	3035.59403896494	moderate	11
dark	44	WT	5095.640534476544	moderate	11
dark	44	disease	2595.640534476544	moderate	11
dark	45	WT	5731.230211136875	moderate	11
dark	45	disease	3231.2302111368754	moderate	11
dark	46	WT	5092.044508093545	moderate	11
dark	46	disease	2592.044508093545	moderate	11
dark	47	WT	2804.683801324546	moderate	11
dark	47	disease	304.68380132454627	moderate	11
dark	48	WT	1721.2185363004953	moderate	11
dark	48	disease	-778.7814636995047	moderate	11
dark	49	WT	2176.504784743332	moderate	11
dark	49	disease	-323.4952152566682	moderate	11
light	50	WT	0	moderate	11
light	50	disease	0	moderate	11
light	51	WT	0	moderate	11
light	51	disease	0	moderate	11
light	52	WT	0	moderate	11
light	52	disease	0	moderate	11
light	53	WT	0	moderate	11
light	53	disease	0	moderate	11
light	54	WT	0	moderate	11
light	54	disease	0	moderate	11
light	55	WT	0	moderate	11
light	55	disease	0	moderate	11
light	56	WT	0	moderate	11
light	56	disease	0	moderate	11
light	57	WT	0	moderate	11
light	57	disease	0	moderate	11
light	58	WT	0	moderate	11
light	58	disease	0	moderate	11
light	59	WT	0	moderate	11
light	59	disease	0	moderate	11
dark	60	WT	6971.153917947995	moderate	11
dark	60	disease	4471.153917947995	moderate	11
dark	61	WT	5488.061250501288	moderate	11
dark	61	disease	2988.061250501288	moderate	11
dark	62	WT	5818.9734340820705	moderate	11
dark	62	disease	3318.97343408207	moderate	11
dark	63	WT	5341.9379011103265	moderate	11
dark	63	disease	2841.9379011103265	moderate	11
dark	64	WT	6007.649014527856	moderate	11
dark	64	disease	3507.649014527856	moderate	11
dark	65	WT	6318.146240820213	moderate	11
dark	65	disease	3818.1462408202137	moderate	11
dark	66	WT	4070.520597490765	moderate	11
dark	66	disease	1570.5205974907649	moderate	11
dark	67	WT	3119.014868830481	moderate	11
dark	67	disease	619.0148688304814	moderate	11
dark	68	WT	3173.422381194121	moderate	11
dark	68	disease	673.4223811941213	moderate	11
dark	69	WT	3391.5341849650627	moderate	11
dark	69	disease	891.5341849650628	moderate	11
light	70	WT	0	moderate	11
light	70	disease	0	moderate	11
light	71	WT	0	moderate	11
light	71	disease	0	moderate	11
light	72	WT	0	moderate	11
light	72	disease	0	moderate	11
light	73	WT	0	moderate	11
light	73	disease	0	moderate	11
light	74	WT	0	moderate	11
light	74	disease	0	moderate	11
light	75	WT	0	moderate	11
light	75	disease	0	moderate	11
light	76	WT	0	moderate	11
light	76	disease	0	moderate	11
light	77	WT	0	moderate	11
light	77	disease	0	moderate	11
light	78	WT	0	moderate	11
light	78	disease	0	moderate	11
light	79	WT	0	moderate	11
light	79	disease	0	moderate	11
dark	80	WT	6380.417003377412	moderate	11
dark	80	disease	3880.4170033774117	moderate	11
dark	81	WT	5917.214910868889	moderate	11
dark	81	disease	3417.214910868889	moderate	11
dark	82	WT	5032.536502745311	moderate	11
dark	82	disease	2532.536502745311	moderate	11
dark	83	WT	5739.359297482753	moderate	11
dark	83	disease	3239.359297482753	moderate	11
dark	84	WT	4566.547553884624	moderate	11
dark	84	disease	2066.547553884624	moderate	11
dark	85	WT	3835.568929087616	moderate	11
dark	85	disease	1335.5689290876162	moderate	11
dark	86	WT	2234.4994705156014	moderate	11
dark	86	disease	-265.5005294843985	moderate	11
dark	87	WT	2666.006550094917	moderate	11
dark	87	disease	166.00655009491706	moderate	11
dark	88	WT	3215.652873977986	moderate	11
dark	88	disease	715.6528739779862	moderate	11
dark	89	WT	556.2930491827954	moderate	11
dark	89	disease	-1943.7069508172046	moderate	11
acclimation	0	WT	4431.621893463393	high	11
acclimation	0	disease	1931.621893463393	high	11
acclimation	1	WT	6210.316010919891	high	11
acclimation	1	disease	3710.3160109198907	high	11
